id,firstname,lastname,college,affiliation,team_id,season,birth_date,birth_country,nba_start,nba_pro,height_feets,height_inches,height_meters,weight_pounds,weight_kilograms,jersey,active,pos
2595,Tyrese,Haliburton,Iowa State,Iowa State/USA,15,2023,2000-02-29,USA,2020,1,6,5,1.96,185,83.9,,True,G
2626,Aaron,Nesmith,Vanderbilt,Vanderbilt/USA,15,2023,1999-10-16,USA,2020,1,6,5,1.96,215,97.5,23.0,True,G-F
2644,Jalen,Smith,Maryland,Maryland/USA,15,2023,2000-03-16,USA,2020,1,6,10,2.08,215,97.5,25.0,True,F-C
2817,Isaiah,Jackson,Kentucky,Kentucky/USA,15,2023,2002-01-10,USA,2021,0,6,10,2.08,205,93.0,22.0,True,F
3466,Bennedict,Mathurin,,,15,2023,,,0,0,,,,,,,True,G-F
3423,Kendall,Brown,,,15,2023,,,0,0,,,,,,10.0,True,G
3979,Ben,Sheppard,Belmont,,15,2023,,,0,0,6,,,190,,26.0,True,G
3980,Oscar,Tshiebwe,Kentucky,,15,2023,,,0,0,6,,,260,,44.0,True,C
3981,Jarace,Walker,Houston,,15,2023,,,0,0,6,,,240,,5.0,True,F
3982,Isaiah,Wong,Miami,,15,2023,,,0,0,6,,,184,,21.0,True,G
274,James,Johnson,Wake Forest,Wake Forest/USA,15,2023,1987-02-20,USA,2009,0,,,,,,16.0,True,F
348,T.J.,McConnell,Arizona,Arizona/USA,15,2023,1992-03-25,USA,2015,6,6,1,1.85,190,86.2,9.0,True,G
434,Norman,Powell,UCLA,UCLA/USA,16,2023,1993-05-25,USA,2015,6,6,3,1.9,215,97.5,24.0,True,G
575,Ivica,Zubac,Mega Basket,Mega Basket/Croatia,16,2023,1997-03-18,Croatia,2016,5,7,0,2.13,240,108.9,40.0,True,C
886,Daniel,Theis,Brose Bamberg,Brose Bamberg/Germany,16,2023,1992-04-04,Germany,2017,4,6,9,2.06,245,111.1,27.0,True,F-C
2115,Amir,Coffey,Minnesota,Minnesota/USA,16,2023,1997-06-17,USA,2019,2,6,7,2.01,210,95.3,7.0,True,G-F
1877,Terance,Mann,Florida State,Florida State/USA,16,2023,1996-10-18,USA,2019,2,6,5,1.96,215,97.5,14.0,True,G-F
3396,Xavier,Moon,Morehead State,Morehead State/USA,16,2023,1995-01-02,USA,2021,0,6,2,1.88,165,74.8,15.0,True,G
2839,Filip,Petrusev,Gonzaga,Gonzaga/Serbia,16,2023,2000-04-15,Serbia,0,0,6,11,2.11,225,102.1,,True,C
2617,Kenyon,Martin Jr.,IMG Academy (FL),IMG Academy (FL)/USA,16,2023,2001-01-06,USA,2020,1,6,5,1.96,215,97.5,6.0,True,F
2792,Brandon,Boston Jr.,Kentucky,Kentucky/USA,16,2023,2001-11-28,USA,2021,0,6,6,1.98,188,85.3,4.0,True,G
2816,Bones,Hyland,Virginia Commonwealth,Virginia Commonwealth/USA,16,2023,2000-09-14,USA,2021,0,6,2,1.88,169,76.7,3.0,True,G
2843,Joshua,Primo,Alabama,Alabama/Canada,16,2023,2002-12-24,Canada,2021,0,6,4,1.93,189,85.7,11.0,True,G
3431,Moussa,Diabate,,,16,2023,,,0,0,,,,,,25.0,True,F
3983,Kobe,Brown,Missouri,,16,2023,,,0,0,6,,,250,,21.0,True,G
3984,Jordan,Miller,Miami,,16,2023,,,0,0,6,,,195,,,True,G
3985,Bryson,Williams,Texas Tech,,16,2023,,,0,0,6,,,240,,41.0,True,F
520,P.J.,Tucker,Texas,Texas/USA,16,2023,1985-05-05,USA,2006,10,6,5,1.96,245,111.1,17.0,True,F
544,Russell,Westbrook,UCLA,UCLA/USA,16,2023,1988-11-12,USA,2008,13,6,3,1.9,200,90.7,,True,G
40,Nicolas,Batum,Le Mans,Le Mans/France,16,2023,1988-12-14,France,2008,13,6,8,2.03,230,104.3,33.0,True,G-F
216,James,Harden,Arizona State,Arizona State/USA,16,2023,1989-08-26,USA,2009,12,6,5,1.96,220,99.8,1.0,True,G
189,Paul,George,Fresno State,Fresno State/USA,16,2023,1990-05-02,USA,2010,11,6,8,2.03,220,99.8,13.0,True,F
314,Kawhi,Leonard,San Diego State,San Diego State/USA,16,2023,1991-06-29,USA,2011,10,6,7,2.01,225,102.1,2.0,True,F
426,Mason,Plumlee,Duke,Duke/USA,16,2023,1990-03-05,USA,2013,8,6,11,2.11,254,115.2,24.0,True,F-C
118,Robert,Covington,Tennessee State,Tennessee State/USA,16,2023,1990-12-14,USA,2013,8,6,7,2.01,209,94.8,23.0,True,F
462,D'Angelo,Russell,Ohio State,Ohio State/USA,17,2023,1996-02-23,USA,2015,6,6,4,1.93,193,87.5,,True,G
560,Christian,Wood,UNLV,UNLV/USA,17,2023,1995-09-27,USA,2015,5,6,9,2.06,214,97.1,35.0,True,F
437,Taurean,Prince,Baylor,Baylor/USA,17,2023,1994-03-22,USA,2016,5,6,6,1.98,218,98.9,12.0,True,F
1036,Jarred,Vanderbilt,Kentucky,Kentucky/USA,17,2023,1999-04-03,USA,2018,3,6,9,2.06,214,97.1,8.0,True,F
1862,Rui,Hachimura,Gonzaga,Gonzaga/Japan,17,2023,1998-02-08,Japan,2019,2,6,8,2.03,230,104.3,8.0,True,F
1775,Gabe,Vincent,California-Santa Barbara,California-Santa Barbara/USA,17,2023,1996-06-14,USA,2019,2,6,3,1.9,200,90.7,2.0,True,G
1889,Cam,Reddish,Duke,Duke/USA,17,2023,1999-09-01,USA,2019,2,6,8,2.03,217,98.4,,True,F-G
1864,Jaxson,Hayes,Texas,Texas/USA,17,2023,2000-05-23,USA,2019,2,6,11,2.11,220,99.8,10.0,True,C-F
2845,Austin,Reaves,Oklahoma,Oklahoma/USA,17,2023,1998-05-29,USA,2021,0,6,5,1.96,197,89.4,15.0,True,G
3477,Scotty,Pippen Jr.,,,17,2023,,,0,0,,,,,,14.0,True,G
3427,Max,Christie,,,17,2023,,,0,0,,,,,,10.0,True,G
3525,Bryce,Hamilton,,,17,2023,,,0,0,,,,,,53.0,True,G
3986,Damion,Baugh,TCU,,17,2023,,,0,0,6,,,194,,18.0,True,G
3987,Colin,Castleton,Florida,,17,2023,,,0,0,6,,,231,,14.0,True,C
3988,Alex,Fudge,Florida,,17,2023,,,0,0,6,,,189,,17.0,True,F
3989,D'Moi,Hodge,Missouri,,17,2023,,,0,0,6,,,185,,55.0,True,G
3990,Jalen,HoodSchifino,Indiana,,17,2023,,,0,0,6,,,215,,,True,G
3991,Maxwell,Lewis,Pepperdine,,17,2023,,,0,0,6,,,205,,21.0,True,F
3992,Vincent,ValerioBodon,,,17,2023,,,0,0,6,,,200,,27.0,True,SF
126,Anthony,Davis,Kentucky,Kentucky/USA,17,2023,1993-03-11,USA,2012,9,6,10,2.08,253,114.8,3.0,True,F-C
265,LeBron,James,St. Vincent-St. Mary HS (OH),St. Vincent-St. Mary HS (OH)/USA,17,2023,1984-12-30,USA,2003,18,6,9,2.06,250,113.4,6.0,True,F
626,Shaquille,Harrison,Tulsa,Tulsa/USA,19,2023,1993-10-06,USA,2017,0,,,,,,3.0,True,G
814,Luke,Kennard,Duke,Duke/USA,19,2023,1996-06-24,USA,2017,4,6,5,1.96,206,93.4,5.0,True,G
2201,Mychal,Mulder,,,19,2023,,,0,0,,,,,,15.0,True,G
982,Jaren,Jackson Jr.,Michigan State,Michigan State/USA,19,2023,1999-09-15,USA,2018,3,6,11,2.11,242,109.8,13.0,True,F-C
1881,Ja,Morant,Murray State,Murray State/USA,19,2023,1999-08-10,USA,2019,2,6,3,1.9,174,78.9,12.0,True,G
1882,Jaylen,Nowell,Washington,Washington/USA,19,2023,1999-07-09,USA,2019,2,6,4,1.93,201,91.2,4.0,True,G
2177,John,Konchar,Indiana-Purdue Fort Wayne,Indiana-Purdue Fort Wayne/USA,19,2023,1996-03-22,USA,2019,2,6,5,1.96,210,95.3,46.0,True,G
2656,Xavier,Tillman,Michigan State,Michigan State/USA,19,2023,1999-01-12,USA,2020,1,6,8,2.03,245,111.1,2.0,True,F
2568,Desmond,Bane,TCU,TCU/USA,19,2023,1998-06-25,USA,2020,1,6,5,1.96,215,97.5,22.0,True,G
2857,Isaiah,Todd,NBA G League Ignite,NBA G League Ignite/USA,19,2023,2001-10-17,USA,2021,0,6,9,2.06,219,99.3,14.0,True,F
2864,Ziaire,Williams,Stanford,Stanford/USA,19,2023,2001-09-12,USA,2021,0,6,9,2.06,185,83.9,8.0,True,F
2786,Santi,Aldama,Loyola-Maryland,Loyola-Maryland/Spain,19,2023,2001-01-10,Spain,2021,0,6,11,2.11,215,97.5,7.0,True,F-C
3460,Jake,LaRavia,,,19,2023,,,0,0,,,,,,3.0,True,F
3483,David,Roddy,,,19,2023,,,0,0,,,,,,27.0,True,F
3508,Vince,Williams Jr.,,,19,2023,,,0,0,,,,,,5.0,True,G
3463,Kenneth,Lofton Jr.,,,19,2023,,,0,0,,,,,,6.0,True,F
3892,Jacob,Gilyard,,,19,2023,,,0,0,,,,,,,False,
3993,Matthew,Hurt,Duke,,19,2023,,,0,0,6,,,235,,20.0,True,F
3994,GG,Jackson,South Carolina,,19,2023,,,0,0,6,,,215,,45.0,True,F
456,Derrick,Rose,Memphis,Memphis/USA,19,2023,1988-10-04,USA,2008,12,6,2,1.88,200,90.7,4.0,True,G
54,Bismack,Biyombo,Baloncesto Fuenlabrada,Baloncesto Fuenlabrada/DRC,19,2023,1992-08-28,DRC,2011,10,6,8,2.03,255,115.7,18.0,True,C
4,Steven,Adams,Pittsburgh,Pittsburgh/New Zealand,19,2023,1993-07-20,New Zealand,2013,8,6,11,2.11,265,120.2,4.0,True,C
486,Marcus,Smart,Oklahoma State,Oklahoma State/USA,19,2023,1994-03-06,USA,2014,7,6,4,1.93,220,99.8,36.0,True,G
446,Josh,Richardson,Tennessee,Tennessee/USA,20,2023,1993-09-15,USA,2015,6,6,5,1.96,200,90.7,7.0,True,G
138,Cheick,Diallo,Kansas,Kansas/Mali,20,2023,1996-09-13,Mali,2016,0,,,,,,,False,
724,Bam,Adebayo,Kentucky,Kentucky/USA,20,2023,1997-07-18,USA,2017,4,6,9,2.06,255,115.7,13.0,True,C-F
753,Thomas,Bryant,Indiana,Indiana/USA,20,2023,1997-07-31,USA,2017,4,6,10,2.08,248,112.5,13.0,True,C-F
2242,Caleb,Martin,,,20,2023,,,0,0,,,,,,16.0,True,F
1018,Duncan,Robinson,Michigan,Michigan/USA,20,2023,1994-04-22,USA,2018,3,6,7,2.01,215,97.5,55.0,True,F
1815,Haywood,Highsmith,Wheeling Jesuit,Wheeling Jesuit/USA,20,2023,1996-12-09,USA,2018,1,6,4,1.93,220,99.8,24.0,True,F
1866,Tyler,Herro,Kentucky,Kentucky/USA,20,2023,2000-01-20,USA,2019,2,6,5,1.96,195,88.5,14.0,True,G
2597,R.J.,Hampton,New Zealand Breakers,New Zealand Breakers/USA,20,2023,2001-02-07,USA,2020,1,6,4,1.93,175,79.4,13.0,True,G
2798,Justin,Champagnie,Pittsburgh,Pittsburgh/USA,20,2023,2001-06-29,USA,2021,0,6,6,1.98,206,93.4,11.0,True,G-F
3360,Dru,Smith,,,20,2023,,,0,0,,,,,,9.0,True,G
3453,Nikola,Jovic,,,20,2023,,,0,0,,,,,,5.0,True,F
3482,Orlando,Robinson,,,20,2023,,,0,0,,,,,,25.0,True,C
3503,Alondes,Williams,,,20,2023,,,0,0,,,,,,31.0,True,G
3424,Jamal,Cain,,,20,2023,,,0,0,,,,,,8.0,True,F
3493,Cole,Swider,,,20,2023,,,0,0,,,,,,20.0,True,F
3995,Drew,Peterson,USC,,20,2023,,,0,0,6,,,205,,17.0,True,F
4046,Jaime Jr.,Jaquez,UCLA,,20,2023,,,0,0,6,,,225,,11.0,True,G
327,Kyle,Lowry,Villanova,Villanova/USA,20,2023,1986-03-25,USA,2006,15,6,0,1.83,196,88.9,7.0,True,G
326,Kevin,Love,UCLA,UCLA/USA,20,2023,1988-09-07,USA,2008,13,6,8,2.03,251,113.9,,True,F-C
86,Jimmy,Butler,Marquette,Marquette/USA,20,2023,1989-09-14,USA,2011,10,6,7,2.01,230,104.3,22.0,True,F
417,Cameron,Payne,Murray State,Murray State/USA,21,2023,1994-08-08,USA,2015,6,6,1,1.85,183,83.0,15.0,True,G
431,Bobby,Portis,Arkansas,Arkansas/USA,21,2023,1995-02-10,USA,2015,6,6,10,2.08,250,113.4,9.0,True,F
115,Pat,Connaughton,Notre Dame,Notre Dame/USA,21,2023,1993-01-06,USA,2015,6,6,5,1.96,209,94.8,24.0,True,G
46,Malik,Beasley,Florida State,Florida State/USA,21,2023,1996-11-26,USA,2016,5,6,4,1.93,187,84.8,5.0,True,G
2034,Lindell,Wigginton,,,21,2023,,,0,0,,,,,,28.0,True,G
2482,Marques,Bolden,,,21,2023,,,0,0,,,,,,24.0,True,C
3405,MarJon,Beauchamp,,,21,2023,,,0,0,,,,,,,True,F
3497,TyTy,Washington Jr.,,,21,2023,,,0,0,,,,,,,True,G
3443,A.J.,Green,,,21,2023,,,0,0,,,,,,20.0,True,G
3996,Jazian,Gortman,,,21,2023,,,0,0,6,,,170,,,True,G
3997,Chris,Livingston,Kentucky,,21,2023,,,0,0,6,,,220,,7.0,True,F
3998,Omari,Moore,San Jos̩ State,,21,2023,,,0,0,6,,,195,,,True,G
3999,Drew,Timme,Gonzaga,,21,2023,,,0,0,6,,,235,,,True,F
4047,Andre Jr.,Jackson,UConn,,21,2023,,,0,0,6,,,200,,44.0,True,G
323,Brook,Lopez,Stanford,Stanford/USA,21,2023,1988-04-01,USA,2008,13,7,0,2.13,282,127.9,11.0,True,C
325,Robin,Lopez,Stanford,Stanford/USA,21,2023,1988-04-01,USA,2008,13,7,0,2.13,281,127.5,33.0,True,C
319,Damian,Lillard,Weber State,Weber State/USA,21,2023,1990-07-15,USA,2012,9,6,2,1.88,195,88.5,,True,G
121,Jae,Crowder,Marquette,Marquette/USA,21,2023,1990-07-06,USA,2012,9,6,6,1.98,235,106.6,99.0,True,F
361,Khris,Middleton,Texas A&M,Texas A&M/USA,21,2023,1991-08-12,USA,2012,9,6,7,2.01,222,100.7,22.0,True,F
20,Giannis,Antetokounmpo,Filathlitikos,Filathlitikos/Greece,21,2023,1994-12-06,Greece,2013,8,6,11,2.11,242,109.8,34.0,True,F
2408,Thanasis,Antetokounmpo,Panathinaikos,Panathinaikos/Greece,21,2023,1992-07-18,Greece,2015,3,6,6,1.98,219,99.3,43.0,True,F
519,Karl-Anthony,Towns,Kentucky,Kentucky/USA,22,2023,1995-11-15,USA,2015,6,6,11,2.11,248,112.5,32.0,True,C-F
945,Troy,Brown Jr.,Oregon,Oregon/USA,22,2023,1999-07-28,USA,2018,3,6,6,1.98,215,97.5,7.0,True,G-F
1001,Shake,Milton,Southern Methodist,Southern Methodist/USA,22,2023,1996-09-26,USA,2018,3,6,5,1.96,205,93.0,18.0,True,G-F
997,Jordan,McLaughlin,Southern California,Southern California/USA,22,2023,1996-04-09,USA,2019,2,5,11,1.8,185,83.9,6.0,True,G
1845,Nickeil,Alexander-Walker,Virginia Tech,Virginia Tech/Canada,22,2023,1998-09-02,Canada,2019,2,6,5,1.96,205,93.0,6.0,True,G
2146,Naz,Reid,,,22,2023,,,0,0,,,,,,11.0,True,C-F
2584,Anthony,Edwards,Georgia,Georgia/USA,22,2023,2001-08-05,USA,2020,1,6,4,1.93,225,102.1,1.0,True,G
2621,Jaden,McDaniels,Washington,Washington/USA,22,2023,2000-09-29,USA,2020,1,6,9,2.06,185,83.9,3.0,True,F
3154,Daishen,Nix,NBA G League Ignite,NBA G League Ignite/USA,22,2023,2002-02-13,USA,2021,0,6,5,1.96,224,101.6,15.0,True,G
2608,Vit,Krejci,Zaragoza,Zaragoza/Czech Republic,22,2023,2000-06-19,Czech Republic,2021,0,6,8,2.03,195,88.5,27.0,True,G
3195,Matt,Ryan,Tennessee-Chattanooga,Tennessee-Chattanooga/USA,22,2023,1997-04-17,USA,2021,0,6,7,2.01,215,97.5,37.0,True,F
2807,Luka,Garza,Iowa,Iowa/USA,22,2023,1998-12-27,USA,2021,0,6,10,2.08,243,110.2,55.0,True,C
3474,Wendell,Moore Jr.,,,22,2023,,,0,0,,,,,,7.0,True,G
3470,Josh,Minott,,,22,2023,,,0,0,,,,,,8.0,True,F
3456,Trevor,Keels,,,22,2023,,,0,0,,,,,,3.0,True,G
3465,Tyrese,Martin,,,22,2023,,,0,0,,,,,,22.0,True,G
4001,Leonard,Miller,,,22,2023,,,0,0,6,,,210,,,True,F
114,Mike,Conley,Ohio State,Ohio State/USA,22,2023,1987-10-11,USA,2007,14,6,1,1.85,175,79.4,11.0,True,G
192,Rudy,Gobert,Cholet,Cholet/France,22,2023,1992-06-26,France,2013,8,7,1,2.16,258,117.0,27.0,True,C
18,Kyle,Anderson,UCLA,UCLA/USA,22,2023,1993-09-20,USA,2014,7,6,9,2.06,230,104.3,5.0,True,F-G
385,Larry,Nance Jr.,Wyoming,Wyoming/USA,23,2023,1993-01-01,USA,2015,6,6,7,2.01,245,111.1,22.0,True,F-C
260,Brandon,Ingram,Duke,Duke/USA,23,2023,1997-09-02,USA,2016,5,6,8,2.03,190,86.2,14.0,True,F
1071,Kaiser,Gates,Xavier,Xavier/USA,23,2023,1996-11-08,USA,0,0,6,7,2.01,225,102.1,30.0,True,F
1902,Zion,Williamson,Duke,Duke/USA,23,2023,2000-07-06,USA,2019,2,6,6,1.98,284,128.8,1.0,True,F
2611,Kira,Lewis Jr.,Alabama,Alabama/USA,23,2023,2001-04-06,USA,2020,1,6,1,1.85,170,77.1,13.0,True,G
2668,Naji,Marshall,Xavier,Xavier/USA,23,2023,1998-01-24,USA,2020,1,6,7,2.01,220,99.8,8.0,True,F
3195,Matt,Ryan,Tennessee-Chattanooga,Tennessee-Chattanooga/USA,23,2023,1997-04-17,USA,2021,0,6,7,2.01,215,97.5,37.0,True,F
2846,Jeremiah,Robinson-Earl,Villanova,Villanova/USA,23,2023,2000-11-03,USA,2021,0,6,8,2.03,242,109.8,50.0,True,F
2822,Herbert,Jones,Alabama,Alabama/USA,23,2023,1998-10-06,USA,2021,0,6,7,2.01,206,93.4,5.0,True,F
2837,Trey,Murphy III,Virginia,Virginia/USA,23,2023,2000-06-18,USA,2021,0,6,8,2.03,206,93.4,25.0,True,F
3462,E.J.,Liddell,,,23,2023,,,0,0,,,,,,,True,F
2990,Jalen,Crutcher,Dayton,Dayton/USA,23,2023,1999-07-18,USA,0,0,6,2,1.88,175,79.4,17.0,True,G
2941,Jose,Alvarado,Georgia Tech,Georgia Tech/USA,23,2023,1998-04-12,USA,2021,0,6,0,1.83,179,81.2,15.0,True,G
3406,Dyson,Daniels,,,23,2023,,,0,0,,,,,,11.0,True,G
3380,Malcolm,Hill,Illinois,Illinois/USA,23,2023,1995-10-26,USA,2021,0,6,6,1.98,220,99.8,14.0,True,F
3421,Izaiah,Brockington,,,23,2023,,,0,0,,,,,,,True,G
3486,Dereon,Seabron,,,23,2023,,,0,0,,,,,,,True,G
4002,Jordan,Hawkins,UConn,,23,2023,,,0,0,6,,,195,,24.0,True,G
4003,Trey,Jemison,UAB,,23,2023,,,0,0,6,,,260,,56.0,True,C
4004,Tevian,Jones,Southern Utah,,23,2023,,,0,0,6,,,220,,55.0,True,G
4005,Liam,Robbins,Vanderbilt,,23,2023,,,0,0,7,,,250,,4.0,True,C
4048,Landers II,Nolley,Cincinnati,,23,2023,,,0,0,6,,,220,,2.0,True,G
525,Jonas,Valanciunas,Lietuvos rytas Vilnius,Lietuvos rytas Vilnius/Lithuania,23,2023,1992-05-06,Lithuania,2012,9,6,11,2.11,265,120.2,17.0,True,C
347,CJ,McCollum,Lehigh,Lehigh/USA,23,2023,1991-09-19,USA,2013,8,6,3,1.9,190,86.2,3.0,True,G
571,Cody,Zeller,Indiana,Indiana/USA,23,2023,1992-10-05,USA,2013,0,,,,,,40.0,True,F-C
609,Ryan,Arcidiacono,Villanova,Villanova/USA,24,2023,1994-03-26,USA,2017,4,6,3,1.9,195,88.5,51.0,True,G
732,O.G.,Anunoby,Indiana,Indiana/United Kingdom,24,2023,1997-07-17,United Kingdom,2017,4,6,7,2.01,232,105.2,3.0,True,F
978,Isaiah,Hartenstein,Zalgiris,Zalgiris/Germany,24,2023,1998-05-05,Germany,2018,3,7,0,2.13,250,113.4,55.0,True,C-F
791,Josh,Hart,Villanova,Villanova/USA,24,2023,1995-03-06,USA,2017,4,6,5,1.96,215,97.5,11.0,True,G
946,Jalen,Brunson,Villanova,Villanova/USA,24,2023,1996-08-31,USA,2018,3,6,1,1.85,190,86.2,11.0,True,G
962,Donte,DiVincenzo,Villanova,Villanova/USA,24,2023,1997-01-31,USA,2018,3,6,4,1.93,203,92.1,,True,G
1020,Mitchell,Robinson,Western Kentucky,Western Kentucky/USA,24,2023,1998-04-01,USA,2018,3,7,0,2.13,240,108.9,23.0,True,C-F
1948,DaQuan,Jeffries,Tulsa,Tulsa/USA,24,2023,1997-08-30,USA,2019,3,6,5,1.96,225,102.1,8.0,True,G-F
1846,RJ,Barrett,Duke,Duke/Canada,24,2023,2000-06-14,Canada,2019,2,6,6,1.98,214,97.1,9.0,True,F-G
2811,Quentin,Grimes,Houston,Houston/USA,24,2023,2000-05-08,USA,2021,0,6,4,1.93,210,95.3,6.0,True,G
1890,Isaiah,Roby,Nebraska,Nebraska/USA,24,2023,1998-02-03,USA,2019,2,6,8,2.03,230,104.3,22.0,True,F
1903,Dylan,Windler,Belmont,Belmont/USA,24,2023,1996-09-22,USA,2020,1,6,6,1.98,196,88.9,9.0,True,G-F
2111,Charlie,Brown Jr.,St. Joseph's (PA),St. Joseph's (PA)/USA,24,2023,1997-02-02,USA,2019,2,6,6,1.98,199,90.3,16.0,True,G
2561,Precious,Achiuwa,Memphis,Memphis/Nigeria,24,2023,1999-09-19,Nigeria,2020,1,6,8,2.03,225,102.1,5.0,True,F
2636,Immanuel,Quickley,Kentucky,Kentucky/USA,24,2023,1999-06-17,USA,2020,1,6,3,1.9,190,86.2,5.0,True,G
2607,Nathan,Knight,William & Mary,William & Mary/USA,24,2023,1997-09-20,USA,2020,1,6,10,2.08,253,114.8,13.0,True,F-C
2832,Miles,McBride,West Virginia,West Virginia/USA,24,2023,2000-09-08,USA,2021,0,6,1,1.85,195,88.5,2.0,True,G
2849,Jericho,Sims,Texas,Texas/USA,24,2023,1998-10-20,USA,2021,0,6,9,2.06,250,113.4,45.0,True,C
4006,Jaylen,Martin,,,24,2023,,,0,0,6,,,196,,,True,G
4007,Jacob,Toppin,Kentucky,,24,2023,,,0,0,6,,,205,,,True,F
4083,D.,Skapintsev,,,24,2023,,,0,0,,,,,,,True,C
190,Taj,Gibson,Southern California,Southern California/USA,24,2023,1985-06-24,USA,2009,12,6,9,2.06,232,105.2,67.0,True,F
177,Evan,Fournier,Poitiers Basket 86,Poitiers Basket 86/France,24,2023,1992-10-29,France,2012,9,6,6,1.98,205,93.0,13.0,True,G-F
441,Julius,Randle,Kentucky,Kentucky/USA,24,2023,1994-11-29,USA,2014,7,6,8,2.03,250,113.4,30.0,True,F-C
972,Shai,Gilgeous-Alexander,Kentucky,Kentucky/Canada,25,2023,1998-07-12,Canada,2018,3,6,6,1.98,180,81.6,2.0,True,G
1044,Kenrich,Williams,TCU,TCU/USA,25,2023,1994-12-02,USA,2018,3,6,6,1.98,210,95.3,34.0,True,G-F
2040,Luguentz,Dort,,,25,2023,,,0,0,,,,,,5.0,True,G
2633,Aleksej,Pokusevski,Olympiacos,Olympiacos/Serbia,25,2023,2001-12-26,Serbia,2020,1,7,0,2.13,190,86.2,17.0,True,F
2604,Isaiah,Joe,Arkansas,Arkansas/USA,25,2023,1999-07-02,USA,2020,1,6,4,1.93,165,74.8,7.0,True,G
3404,Lindy,Waters III,Oklahoma State,Oklahoma State/USA,25,2023,1997-07-28,USA,2021,0,6,6,1.98,215,97.5,12.0,True,F
2846,Jeremiah,Robinson-Earl,Villanova,Villanova/USA,25,2023,2000-11-03,USA,2021,0,6,8,2.03,242,109.8,50.0,True,F
2831,Tre,Mann,Florida,Florida/USA,25,2023,2001-02-03,USA,2021,0,6,3,1.9,178,80.7,23.0,True,G
2808,Josh,Giddey,NBA Global Academy,NBA Global Academy/Australia,25,2023,2002-10-10,Australia,2021,0,6,8,2.03,205,93.0,3.0,True,G
2863,Aaron,Wiggins,Maryland,Maryland/USA,25,2023,1999-01-02,USA,2021,0,6,4,1.93,190,86.2,21.0,True,G
3399,Olivier,Sarr,Kentucky,Kentucky/France,25,2023,1999-02-20,France,2021,0,,,,,,30.0,True,C
3448,Chet,Holmgren,,,25,2023,,,0,0,,,,,,7.0,True,C-F
3504,Jalen,Williams,,,25,2023,,,0,0,,,,,,8.0,True,G-F
3505,Jaylin,Williams,,,25,2023,,,0,0,,,,,,6.0,True,F
3432,Ousmane,Dieng,,,25,2023,,,0,0,,,,,,13.0,True,F
3501,Jack,White,,,25,2023,,,0,0,,,,,,10.0,True,F
4008,Keyontae,Johnson,Kansas State,,25,2023,,,0,0,6,,,235,,18.0,True,F
4009,Cason,Wallace,Kentucky,,25,2023,,,0,0,6,,,193,,22.0,True,G
52,Davis,Bertans,Baskonia,Baskonia/Latvia,25,2023,1992-11-12,Latvia,2016,5,6,10,2.08,225,102.1,44.0,True,F
2739,Vasilije,Micic,,,25,2023,,,0,0,,,,,,,True,G
779,Markelle,Fultz,Washington,Washington/USA,26,2023,1998-05-29,USA,2017,4,6,4,1.93,209,94.8,20.0,True,G
801,Jonathan,Isaac,Florida State,Florida State/USA,26,2023,1997-10-03,USA,2017,3,6,10,2.08,230,104.3,1.0,True,F
899,D.J.,Wilson,Michigan,Michigan/USA,26,2023,1996-02-19,USA,2017,0,,,,,,9.0,True,F
950,Wendell,Carter Jr.,Duke,Duke/USA,26,2023,1999-04-16,USA,2018,3,6,10,2.08,270,122.5,34.0,True,C-F
1037,Moritz,Wagner,Michigan,Michigan/Germany,26,2023,1997-04-26,Germany,2018,3,6,11,2.11,245,111.1,21.0,True,F-C
1848,Goga,Bitadze,Mega Basket,Mega Basket/Georgia,26,2023,1999-07-20,Georgia,2019,2,7,0,2.13,250,113.4,88.0,True,C-F
1883,Chuma,Okeke,Auburn,Auburn/USA,26,2023,1998-08-18,USA,2020,1,6,6,1.98,229,103.9,3.0,True,F
1892,Admiral,Schofield,Tennessee,Tennessee/United Kingdom,26,2023,1997-03-30,United Kingdom,2019,1,6,5,1.96,241,109.3,25.0,True,F
2563,Cole,Anthony,North Carolina,North Carolina/USA,26,2023,2000-05-15,USA,2020,1,6,3,1.9,185,83.9,50.0,True,G
2671,Trevelin,Queen,New Mexico State,New Mexico State/USA,26,2023,1997-02-25,USA,2021,0,6,6,1.98,190,86.2,8.0,True,G
3398,Brandon,Williams,Arizona,Arizona/USA,26,2023,1999-11-22,USA,2021,0,6,2,1.88,190,86.2,8.0,True,G
2858,Franz,Wagner,Michigan,Michigan/Germany,26,2023,2001-08-27,Germany,2021,0,6,10,2.08,220,99.8,22.0,True,F
2852,Jalen,Suggs,Gonzaga,Gonzaga/USA,26,2023,2001-06-03,USA,2021,0,6,5,1.96,205,93.0,4.0,True,G
2833,Mac,McClung,Texas Tech,Texas Tech/USA,26,2023,1999-01-06,USA,2021,0,6,2,1.88,185,83.9,37.0,True,G
3414,Paolo,Banchero,,,26,2023,,,0,0,,,,,,5.0,True,F
3449,Caleb,Houstan,,,26,2023,,,0,0,,,,,,2.0,True,G
3478,Daeqwon,Plowden,,,26,2023,,,0,0,,,,,,29.0,True,G-F
4010,Anthony,Black,Arkansas,,26,2023,,,0,0,6,,,200,,,True,G
4011,Jett,Howard,Michigan,,26,2023,,,0,0,6,,,215,,,True,G
